,unitid,uagrntt,uagrnta,upgrntt,upgrnta,ufloant,ufloana,agrnt_t,agrnt_a,pell/loans_total,pell/loans_average
3637,230366,1013003.4285714285,4934.285714285715,925310.7142857143,4844.285714285715,2184287.5714285714,9952.857142857143,146913.42857142858,5710.714285714285,0.4236212879609717,0.48672312329553613
3638,230384,1428918.0,4465.0,1181502.0,3849.0,2994170.0,8781.0,195553.0,4346.0,0.3946008409676137,0.4383327639221045
3639,230418,3249137.4285714286,2730.4285714285716,2225772.1428571427,4015.4285714285716,884899.5714285715,3427.714285714286,649532.1428571428,2452.285714285714,2.5152822023225556,1.1714595315495542
3641,230597,12300963.0,4512.428571428572,6791364.285714285,4658.0,3260630.1428571427,1664.5714285714287,4530227.142857143,3634.285714285714,2.082837975534177,2.798317885341572
3642,230603,47885355.28571428,7804.857142857143,15780291.142857144,5307.285714285715,25072322.85714286,5527.142857142857,12100964.857142856,7680.142857142857,0.6293908718697555,0.9602222796588267
3643,230621,1025650.1666666666,5767.166666666667,705977.8333333334,4511.5,1750368.6666666667,9987.0,143521.5,5975.833333333333,0.40333093637797446,0.45173725843596674
3644,230630,1162287.2,8282.8,526753.6,4404.2,1280460.6,9237.8,114003.8,8508.2,0.41137821811932357,0.476758535582065
3646,230728,108040164.28571428,7542.428571428572,39374182.14285714,4798.285714285715,41354378.0,5856.142857142857,27420405.42857143,8494.57142857143,0.9521164154096851,0.8193594028248726
3647,230737,93879741.0,5584.0,55559382.14285714,4912.0,39487221.428571425,7085.857142857143,12375955.857142856,5840.571428571428,1.4070218195361937,0.693211830406645
3648,230746,29712872.42857143,3462.0,24383049.57142857,3568.714285714286,14067361.285714285,3743.4285714285716,4255074.142857143,4230.714285714285,1.733306558081372,0.9533277362234773
3649,230764,108923047.28571428,7555.857142857143,27553458.57142857,4300.857142857143,55054195.71428572,7585.857142857143,23625981.0,8267.285714285714,0.5004788139022595,0.5669573077719817
3650,230782,46210770.71428572,4702.285714285715,25237141.0,4065.8571428571427,33485470.714285713,6648.142857142857,9045214.0,4814.142857142857,0.7536743686638164,0.611577884264134
3651,230807,35584651.0,19999.0,2256767.0,4533.285714285715,6924941.714285715,7264.714285714285,7795296.571428572,21673.14285714286,0.32588967432670707,0.6240143157729142
3652,230816,23838721.714285713,37243.0,670764.7142857143,4538.857142857143,2397077.285714286,6734.428571428572,6202106.285714285,36473.142857142855,0.2798260691397935,0.6739780658025922
3653,230825,1042399.0,7554.0,354521.0,4220.0,907600.0,7563.0,118564.0,4743.0,0.3906137064786249,0.5579796377099034
3654,230834,12662619.142857144,8769.0,2944808.1428571427,4336.0,8882319.142857144,6596.428571428572,3112425.1428571427,9117.714285714286,0.33153595311031536,0.6573253925284245
3655,230852,40726178.571428575,16526.571428571428,3407261.5714285714,4205.142857142857,14173912.142857144,7360.0,10854554.42857143,20236.571428571428,0.24038963534465255,0.5713509316770186
3656,230861,7834605.857142857,3180.5714285714284,5103786.285714285,2810.285714285714,3718275.285714286,4373.857142857143,644613.5714285715,4997.142857142857,1.3726219533349697,0.6425188620700917
3657,230889,834170.2857142857,5841.428571428572,413861.71428571426,3903.285714285714,1206979.142857143,9225.0,28274.428571428572,6938.714285714285,0.3428905269282674,0.42312040263259776
3658,230898,11542653.5,23364.0,815076.75,3721.0,2454364.0,5954.75,3181468.0,26139.25,0.332092855827416,0.6248792980393804
3659,230913,12519083.42857143,8346.857142857143,3496399.1428571427,4101.571428571428,8001623.714285715,6682.0,2518662.714285714,9355.285714285714,0.4369612053382165,0.61382391927139
3660,230931,7414818.666666667,7197.666666666667,2024353.6666666667,4027.6666666666665,5777232.666666667,6423.0,1941315.3333333333,7591.0,0.35040196292365583,0.6270693860605117
3661,230940,4773566.4,28105.2,346870.8,4602.6,878950.2,6610.4,1189882.8,30075.4,0.39464215378755246,0.6962664891685829
3662,230959,50856133.28571428,45414.57142857143,1768622.0,4756.0,3354823.0,5563.714285714285,13086819.42857143,45876.142857142855,0.5271878725047491,0.8548246289734505
3663,230977,1210139.1666666667,7999.333333333333,339679.6666666667,4580.166666666667,1305949.3333333333,9045.833333333334,388957.5,8789.666666666666,0.26010171910702,0.5063288807001382
3664,230995,74430618.85714285,28683.85714285714,3409079.1428571427,4367.428571428572,12000710.57142857,7291.571428571428,19761743.42857143,29385.0,0.28407310738528413,0.5989694559275877
3665,231004,326449.85714285716,5327.285714285715,226794.0,4550.0,329032.28571428574,5769.428571428572,204074.2857142857,5076.0,0.689275824430603,0.7886396275937205
3666,231059,43562230.14285714,25092.285714285714,1207454.5714285714,4247.0,9199416.57142857,8643.142857142857,11786201.0,26990.571428571428,0.13125338569607425,0.4913721860434366
3668,231077,3419921.5,15754.0,633549.0,4348.75,1279204.25,6773.5,1093661.0,18232.0,0.49526805433925036,0.6420240643684949
3669,231086,5483688.75,14316.5,865553.0,4403.0,2397254.75,7049.25,1313731.0,14968.25,0.3610600834141636,0.6246054544809732
3670,231095,3019426.4285714286,24657.0,278333.85714285716,4320.142857142857,409116.4285714286,5518.142857142857,573649.5714285715,26417.85714285714,0.6803292112095229,0.782897972920496
3672,231165,6766993.857142857,6807.714285714285,2023900.5714285714,4049.5714285714284,6734751.714285715,7323.142857142857,1118567.142857143,6661.714285714285,0.30051598890208314,0.5529827162420506
3673,231174,142647619.57142857,15827.857142857143,7351322.285714285,4256.571428571428,29574624.0,6207.0,39231379.28571428,16827.428571428572,0.24856857979713573,0.6857695228889042
3674,231280,438889.4285714286,4791.857142857143,409094.14285714284,4669.428571428572,699527.0,8024.142857142857,82598.14285714286,4860.0,0.5848153721831221,0.5819224127187594
3675,231411,1143538.2857142857,4604.571428571428,891899.4285714285,4330.857142857143,1135531.4285714286,6870.857142857143,571991.5714285715,5343.428571428572,0.7854467134331061,0.6303226879574185
3676,231420,18961218.0,21184.285714285714,1926770.5714285714,4416.428571428572,5095407.714285715,7344.571428571428,5458186.571428572,21331.428571428572,0.37813864551537074,0.6013187582665526
3677,231536,6093113.714285715,3312.8571428571427,4472199.571428572,3215.285714285714,2505416.714285714,5178.714285714285,1334772.2857142857,4805.0,1.785012267990549,0.6208656312929299
3678,231554,10461098.714285715,12979.0,1995052.5714285714,4394.285714285715,4688656.571428572,7176.285714285715,2842474.0,16060.57142857143,0.42550622785765374,0.6123342755902377
3679,231581,49175454.0,27957.0,2406201.714285714,4467.571428571428,8909666.42857143,6953.714285714285,14903400.285714285,28611.285714285714,0.27006641983470114,0.6424726764730052
3680,231624,55056308.0,18171.0,3374740.4285714286,4612.714285714285,9981109.285714285,6237.571428571428,12537976.0,20072.285714285714,0.3381127620155017,0.7395048439181916
3681,231651,22807060.714285713,7400.857142857143,9469265.714285715,4788.142857142857,25012356.85714286,9326.0,3312096.8571428573,11967.0,0.3785835044801684,0.5134187065347262
3683,231697,5513451.571428572,3515.0,4007819.714285714,3267.714285714286,1059285.0,4893.714285714285,1277459.5714285714,4885.428571428572,3.783514081938019,0.6677370387669314
3684,231712,16924664.285714287,6374.142857142857,3003437.8571428573,4275.142857142857,14634560.57142857,6364.0,4136615.1428571427,5695.285714285715,0.20522911108151387,0.6717697764209392
3685,231721,143735.14285714287,4775.285714285715,135626.14285714287,4533.571428571428,165447.85714285713,7188.666666666667,28539.333333333332,5789.0,0.8197515833646338,0.6306553967223539
3686,231785,5138441.571428572,5870.428571428572,2590913.714285714,3904.4285714285716,5363919.0,7485.714285714285,747568.1428571428,8049.285714285715,0.4830262564154518,0.5215839694656489
3687,231828,3378756.5,6114.5,1773902.0,4157.75,3782931.0,8073.0,226274.5,6254.5,0.4689226422580798,0.5150191998018085
3688,231837,7429649.4,9900.4,1133576.8,4237.8,5153740.4,8829.4,804583.8,12732.8,0.21995225060230042,0.47996466351054434
3689,231873,1819116.0,3791.5714285714284,1274114.5714285714,3793.0,758824.1428571428,5135.0,530558.8571428572,4763.142857142857,1.6790643569025685,0.7386562804284323
3690,231882,5483545.428571428,3693.4285714285716,4359111.0,3651.5714285714284,1180065.2857142857,4786.857142857143,1251114.0,4392.714285714285,3.693957489276925,0.7628327563566909
3691,232016,418923.5714285714,5086.714285714285,346280.14285714284,4331.857142857143,942424.1428571428,9610.142857142857,57340.57142857143,5422.428571428572,0.36743556017922774,0.45075887083587285
3692,232025,25987069.57142857,26548.0,1939012.4285714286,4593.857142857143,4836508.714285715,6738.571428571428,7501178.857142857,27880.0,0.400911596177656,0.6817256730973077
3693,232043,19215914.57142857,20984.428571428572,1365362.142857143,4149.428571428572,4932639.0,7284.285714285715,5078250.428571428,23913.428571428572,0.27680155447360794,0.5696411060992351
3695,232089,30623124.14285714,26763.14285714286,3219416.5714285714,4732.285714285715,7534550.857142857,7371.857142857143,9972206.0,25400.0,0.4272871246700154,0.6419394221266206
3696,232186,95463678.57142857,7431.857142857143,32001716.14285714,4446.285714285715,72902135.42857143,6868.714285714285,18903673.14285714,9032.57142857143,0.43896815854196763,0.6473243068987751
3697,232195,7595129.285714285,3000.8571428571427,5537103.428571428,3221.4285714285716,3161403.8571428573,5135.0,1434458.5714285714,4439.714285714285,1.7514698149244454,0.6273473362080957
3698,232256,27334001.85714286,26958.428571428572,792532.5714285715,4320.142857142857,3857946.4285714286,6615.571428571428,7935888.0,28159.0,0.20542860978036984,0.6530264095532186
3699,232265,29873553.14285714,12169.857142857143,5910570.142857143,4677.285714285715,17122616.85714286,7575.857142857143,9865696.0,13259.142857142857,0.34519081938059565,0.617393599969829
3700,232308,20280508.285714287,31442.428571428572,1242385.5714285714,4802.428571428572,3444415.1428571427,7650.857142857143,6327577.714285715,33362.142857142855,0.3606956536598003,0.6276981103891254
3701,232414,15212365.714285715,3367.1428571428573,10773041.57142857,3090.1428571428573,8060816.142857143,5776.714285714285,1726958.142857143,4905.714285714285,1.3364703251512302,0.5349308801345303
3702,232423,50676970.85714286,7347.857142857143,12470337.857142856,4328.857142857143,45165831.0,6267.571428571428,11623304.57142857,8625.857142857143,0.27610114949823145,0.6906753584208968
3703,232450,10284551.285714285,3118.4285714285716,7536150.857142857,3196.714285714286,4656651.142857143,5148.428571428572,2109639.285714286,4806.428571428572,1.6183627731492387,0.620910680096562
3704,232502,1365491.0,5780.5,1177733.5,5217.5,1402678.0,7366.0,138657.5,7083.0,0.8396321179914421,0.708322020092316
3705,232557,264189189.2857143,7316.285714285715,85410561.42857143,4077.714285714286,216089202.42857143,7640.857142857143,39046911.14285714,11181.857142857143,0.3952560353255226,0.5336723628613095
3706,232566,20834446.85714286,8328.714285714286,4652355.714285715,4378.857142857143,15336209.857142856,6671.428571428572,5325516.142857143,7927.714285714285,0.3033575934094873,0.6563597430406852
3707,232575,6046870.285714285,2816.4285714285716,4194702.857142857,2869.714285714286,2395782.714285714,5054.857142857143,1212327.857142857,4076.285714285714,1.7508694891779777,0.567714221116889
3708,232609,48950087.14285714,26562.714285714286,2799939.4285714286,4581.714285714285,10388494.285714285,7698.571428571428,13219385.714285715,26389.85714285714,0.26952312352154434,0.5951382445722768
3709,232618,392262.14285714284,2438.5714285714284,357929.5714285714,2408.4285714285716,1143743.7142857143,5215.142857142857,29769.0,5019.0,0.31294560744502453,0.4618144962471923
3710,232672,21169826.85714286,18311.0,3127966.4285714286,4269.0,6928136.714285715,6868.285714285715,6647882.142857143,24505.285714285714,0.4514873995083856,0.6215524772245101
3711,232681,16433323.857142856,6163.714285714285,3469475.1428571427,4313.0,11918938.142857144,6496.857142857143,4635623.428571428,6250.571428571428,0.2910892817189719,0.6638594485245612
3712,232706,27935309.85714286,15770.285714285714,2773373.8571428573,4578.714285714285,8840509.57142857,7634.714285714285,7538241.285714285,20009.85714285714,0.3137119907777779,0.5997230694384671
3715,232797,4224113.285714285,4932.857142857143,3101623.0,4112.428571428572,5189037.857142857,6974.714285714285,314357.28571428574,6452.285714285715,0.5977260304105372,0.5896196464780944
3716,232867,5747443.857142857,3421.0,4199035.857142857,3539.8571428571427,2222191.4285714286,4909.428571428572,1462881.857142857,4766.0,1.8895923200650067,0.7210324157597625
3718,232919,1228071.5714285714,5511.714285714285,918035.7142857143,4439.571428571428,1438319.4285714286,6513.857142857143,367033.14285714284,6122.0,0.6382697028555946,0.6815579972366602
3719,232937,49116841.0,12219.0,14522507.57142857,4585.0,33354739.42857143,9253.0,7913477.0,10714.285714285714,0.4353956235373464,0.4955149681184481
3720,232946,63281432.571428575,3551.5714285714284,43224296.428571425,3537.4285714285716,36605898.428571425,5414.428571428572,15081864.0,5517.714285714285,1.180801408628568,0.6533336851270415
3721,232982,84270391.28571428,7424.142857142857,32597961.85714286,4406.142857142857,77034705.57142857,7103.857142857143,21088282.0,7819.714285714285,0.4231594268497228,0.6202465461419349
3723,233037,1890895.7142857143,3510.1428571428573,1462658.5714285714,3507.8571428571427,566752.8571428572,4851.833333333333,372065.14285714284,5074.857142857143,2.580769647641829,0.7229962164522984
3725,233091,1511782.3333333333,4796.333333333333,1489949.0,4755.0,3245443.6666666665,10271.666666666666,264226.6666666667,5014.0,0.45908946604218775,0.46292390069771217
3726,233116,4984504.428571428,2138.8571428571427,3636407.0,2941.285714285714,1962732.857142857,4770.714285714285,922820.0,4696.0,1.8527264098964056,0.6165294205719419
3727,233277,39637104.428571425,8226.42857142857,12952388.285714285,4537.428571428572,34615132.14285714,6594.285714285715,9501746.142857144,8460.714285714286,0.3741828351906789,0.6880849220103986
3728,233286,556979.2857142857,4815.571428571428,435157.14285714284,4132.142857142857,688798.0,6270.428571428572,242450.7142857143,4912.142857142857,0.631763075469358,0.6589889048367621
3729,233295,39383194.0,26947.85714285714,1359587.7142857143,4285.0,6326688.142857143,6934.285714285715,11084037.857142856,26780.714285714286,0.2148972232526894,0.6179439637412443
3730,233301,15671126.42857143,25592.14285714286,964300.2857142857,4547.0,3143806.4285714286,6951.0,4633473.0,26728.571428571428,0.30673017172767586,0.6541504819450439
3732,233329,1234467.0,4864.857142857143,1093250.7142857143,4564.142857142857,1653969.2857142857,8153.571428571428,195644.0,5494.142857142857,0.6609861039913939,0.559772229522558
3733,233338,3763328.1428571427,5774.714285714285,2154415.4285714286,4423.0,3081669.0,6538.428571428572,1929095.4285714286,5994.428571428572,0.6991066946422307,0.676462234263366
3735,233374,79095882.42857143,34688.0,2679873.0,4423.857142857143,7765149.714285715,6330.142857142857,19530269.285714287,40657.71428571428,0.34511543223304236,0.6988558145832864
3736,233408,581193.8571428572,3653.714285714286,259480.2857142857,2779.5714285714284,1612912.0,7252.0,8824.285714285714,6017.714285714285,0.16087690197251042,0.38328342920179653
3737,233426,53657891.428571425,26999.714285714286,2175947.714285714,4348.571428571428,9331767.857142856,6905.857142857143,15676304.0,29476.428571428572,0.23317636567868208,0.6296932210752777
3739,233541,28869171.0,14888.42857142857,2243515.285714286,4394.571428571428,11943643.714285715,7831.285714285715,7632276.571428572,16503.85714285714,0.18784177922444487,0.5611558036447217
3740,233602,332618.0,5851.0,120742.33333333333,3791.3333333333335,106659.66666666667,3572.3333333333335,49937.333333333336,3496.3333333333335,1.1320336647092464,1.0613044695343845
3741,233611,7937595.571428572,8877.0,2169496.0,4792.0,4545312.857142857,8587.285714285714,1758737.7142857143,6395.857142857143,0.4773039982474882,0.5580343032057361
3744,233657,207664.0,3846.0,207664.0,3846.0,178987.0,3315.0,207664.0,4418.0,1.1602183398794326,1.1601809954751132
3745,233666,105972.42857142857,3964.4285714285716,92531.28571428571,3804.5714285714284,151997.7142857143,6188.0,91077.57142857143,3817.714285714286,0.6087676130468127,0.6148305476036569
3746,233684,9840072.714285715,4499.285714285715,8213462.428571428,4203.142857142857,25981592.714285713,10433.857142857143,59575.857142857145,4323.142857142857,0.3161262097706327,0.4028369182742993
3747,233718,6448243.285714285,19663.14285714286,545149.4285714285,4663.571428571428,1449649.5714285714,6976.0,2136316.714285714,21262.14285714286,0.37605600644175385,0.6685165465268676
3748,233754,13557147.857142856,3398.285714285714,9684728.57142857,3168.4285714285716,8243853.714285715,5444.571428571428,2054608.857142857,5072.714285714285,1.1747817109667988,0.5819426952141058
3749,233772,39977894.0,3470.5714285714284,29157631.85714286,3289.285714285714,24183099.0,5003.571428571428,7067185.0,5215.0,1.2057028694768548,0.6573875802997858
3750,233897,12440755.142857144,10364.714285714286,3216930.5714285714,4481.428571428572,4564399.857142857,5797.142857142857,3061848.0,11819.42857142857,0.7047871948366612,0.7730409068506654
3752,233921,120711179.71428572,8609.42857142857,18983816.57142857,4441.0,68137033.14285715,6469.428571428572,24510830.285714287,8041.857142857143,0.2786123154441845,0.686459391423398
3753,233949,10396756.142857144,3484.1428571428573,7067890.142857143,3347.0,4591313.428571428,5541.857142857143,2870886.1428571427,4746.285714285715,1.5394048463069734,0.603949166086665
3754,234030,133263844.85714285,9991.285714285714,29845349.85714286,4458.285714285715,77665365.57142857,6854.285714285715,31213826.0,10951.142857142857,0.38428132846029284,0.6504376823676532
3755,234076,140915395.0,19093.85714285714,9749488.285714285,4444.0,25629130.714285713,6111.714285714285,29361177.714285713,20956.714285714286,0.38040651454010915,0.7271282314992287
3756,234085,16604944.142857144,13345.57142857143,1067954.7142857143,4393.428571428572,6501336.285714285,6499.428571428572,4313872.142857143,13786.57142857143,0.16426695487701276,0.6759715139792509
3757,234119,252599.85714285713,4547.571428571428,217350.85714285713,3817.8571428571427,26130.428571428572,6307.0,131837.2857142857,4365.285714285715,8.317921634875596,0.6053364742123264
3758,234137,1323735.0,5739.285714285715,883868.0,4267.285714285715,1603244.4285714286,6767.285714285715,588838.5714285715,7471.142857142857,0.5512995924068614,0.6305756686580397
3759,234155,45872515.28571428,11851.857142857143,13415670.142857144,4605.0,30977059.85714286,9346.0,6021551.428571428,6929.285714285715,0.43308403717868293,0.49272416006847847
3760,234164,13424791.714285715,11855.42857142857,4320567.857142857,4876.428571428572,7394229.428571428,7228.0,3184007.0,10281.142857142857,0.5843161750497097,0.6746580757372125
3761,234173,28735760.85714286,22101.85714285714,2387221.4285714286,4366.285714285715,5892745.428571428,6170.857142857143,8702034.714285715,23922.14285714286,0.40511192236420096,0.7075655153254932
3762,234191,865069.0,5845.0,632046.0,4329.0,1142694.0,9215.0,184399.0,4610.0,0.5531192077669087,0.4697775366250678
3763,234207,45731076.14285714,41571.57142857143,780652.0,4344.428571428572,2271877.285714286,5982.285714285715,11775345.285714285,44115.0,0.34361539019241544,0.7262154933613525
3766,234377,5114946.142857143,4114.857142857143,3390832.0,3601.1428571428573,682857.1428571428,5307.428571428572,1492442.5714285714,5133.428571428572,4.965653556485356,0.6785099052540913
3767,234401,191067.0,3897.6666666666665,177484.0,3796.6666666666665,215360.66666666666,4513.666666666667,86542.0,3823.0,0.824124491937556,0.8411491027250572
3768,234492,5988176.5,6159.25,1838245.25,3909.0,5505066.0,8410.0,673958.75,5855.0,0.33391883948348666,0.4648038049940547
3769,234650,162317.25,4276.5,162317.25,4276.5,384370.25,7853.0,60511.0,4365.75,0.42229399908031384,0.5445689545396664
3770,234669,12268074.285714285,5301.571428571428,5427302.285714285,3812.5714285714284,4660033.857142857,6043.428571428572,1233684.5714285714,5600.0,1.1646486811239292,0.6308623298033282
3771,234696,8031052.0,6348.571428571428,4072781.5714285714,4142.0,3672844.8571428573,6439.0,101316.0,6509.857142857143,1.1088901736505226,0.6432675881348036
3772,234711,6196606.428571428,6300.714285714285,3009661.4285714286,4038.5714285714284,1352824.5714285714,5059.0,1232389.7142857143,6240.285714285715,2.2247241010660024,0.7982944116567362
3773,234739,1005869.0,7236.0,546484.0,4752.0,698313.0,6651.0,296154.0,8974.0,0.7825774402023161,0.7144790257104194
3774,234784,1694838.0,4956.0,1648446.0,4892.0,2092632.0,6210.0,638034.0,5230.0,0.7877381211794525,0.7877616747181965
3775,234827,55375242.85714286,7879.285714285715,16947504.714285713,4389.0,35435401.85714286,6626.142857142857,10467727.57142857,7296.714285714285,0.47826478115330123,0.6623763016622469
3777,234915,1596301.142857143,5751.571428571428,628087.5714285715,3021.285714285714,2225146.5714285714,7943.428571428572,14766.0,7383.0,0.2822679546117861,0.38035033450830874
3778,234924,1077187.5714285714,5541.285714285715,810082.4285714285,4551.0,1384208.7142857143,7460.285714285715,314493.71428571426,5892.857142857143,0.5852314179292325,0.6100302554478955
3779,234933,20381849.14285714,5984.428571428572,9967087.142857144,3730.5714285714284,6819413.285714285,5375.0,2495784.5714285714,5980.857142857143,1.4615754648184756,0.6940598006644518
3780,234951,9303726.857142856,6647.571428571428,5033884.0,4602.142857142857,4199476.857142857,6587.0,1027375.5714285715,6351.428571428572,1.1986931161289545,0.6986705415428658
3781,234979,14102351.57142857,5114.428571428572,7282466.0,3874.285714285714,2993617.285714286,5787.285714285715,2778668.4285714286,5923.571428571428,2.432664333798561,0.6694478043000666
3782,235024,10353190.714285715,16227.57142857143,1029079.2857142857,4601.571428571428,3869151.1428571427,7462.857142857143,2502569.1428571427,16414.14285714286,0.2659702988377886,0.6165964777947932
3783,235088,881315.8571428572,4096.571428571428,675333.1428571428,3510.1428571428573,1590259.5714285714,7295.142857142857,583756.5714285715,3976.1428571428573,0.4246684975148262,0.4811616339638899
3784,235097,62001069.0,8953.857142857143,17960679.714285713,4353.428571428572,33008267.57142857,4347.857142857143,10449389.857142856,7976.428571428572,0.5441267002401602,1.0012814194184327
3785,235103,10652596.285714285,5702.142857142857,5020569.714285715,4000.4285714285716,3256523.8571428573,5734.0,1047980.8571428572,5704.857142857143,1.5416959723091235,0.6976680452439086
3786,235149,10645125.0,5471.0,5006177.142857143,3876.714285714286,2207549.5714285714,5496.857142857143,1515104.0,5700.571428571428,2.267752990759567,0.7052601486563751
3787,235158,554224.0,5303.571428571428,434243.28571428574,4414.714285714285,778069.2857142857,7525.857142857143,118000.57142857143,4987.142857142857,0.5581036209592058,0.5866061767999847
3788,235167,20851673.0,9426.285714285714,6953388.142857143,4671.428571428572,11317512.285714285,6935.857142857143,2760146.4285714286,8319.57142857143,0.6143919235355433,0.6735185681036436
3789,235237,13658352.42857143,5708.571428571428,7919530.142857143,3964.0,7130036.571428572,6023.142857142857,1389285.142857143,6035.428571428572,1.110727843191187,0.6581281722878422
3790,235307,484598.85714285716,4637.428571428572,379675.5714285714,3868.285714285714,642147.7142857143,6421.571428571428,266062.14285714284,4590.142857142857,0.5912589315230986,0.6023892683143868
3791,235316,93567048.14285715,19776.571428571428,3009891.285714286,4291.428571428572,15323701.714285715,6765.142857142857,26431666.85714286,22203.571428571428,0.1964206392054915,0.6343441169017654
3792,235334,6721079.714285715,6721.857142857143,3125472.4285714286,4304.142857142857,1370131.0,5539.428571428572,1034073.8571428572,5954.571428571428,2.2811486117542255,0.7770012378791004
3793,235343,12829309.0,5889.285714285715,6048807.857142857,3912.714285714286,4195856.142857143,5452.285714285715,1515981.142857143,6107.714285714285,1.4416146910661143,0.7176282555153801
3794,235352,193532.85714285713,4355.0,191747.14285714287,4494.285714285715,437416.85714285716,7884.285714285715,73857.71428571429,4482.857142857143,0.43836249043899933,0.5700308026816453
3795,235422,11727380.714285715,15183.714285714286,2637510.8571428573,4598.571428571428,3237912.8571428573,6656.0,1703232.4285714286,17300.714285714286,0.8145712912947891,0.6908911401098901
3796,235431,11830825.42857143,5415.428571428572,5730209.714285715,3885.8571428571427,1502349.7142857143,5479.857142857143,1086416.142857143,5761.428571428572,3.8141650108477694,0.709116504601267
3797,235501,1692940.142857143,4256.0,1347005.5714285714,3616.0,2354892.285714286,5706.285714285715,974612.2857142857,3960.8571428571427,0.5720030506703188,0.6336871620268375
3798,235510,1549795.0,4317.0,1334823.0,3914.0,2564443.0,8904.0,180439.0,4401.0,0.5205118616401301,0.43957771787960465
3799,235529,1009062.0,3988.0,921195.0,3641.0,2023250.0,9114.0,121931.0,4205.0,0.45530458420857534,0.3994952819837612
3801,235583,927822.7142857143,6319.428571428572,446220.71428571426,4636.428571428572,874247.4285714285,7337.0,435382.85714285716,6713.571428571428,0.5104055210260842,0.6319242975914641
3802,235671,4803672.142857143,6431.142857142857,2361146.5714285714,4418.428571428572,1028657.8571428572,4211.142857142857,601827.5714285715,6954.571428571428,2.295366292137952,1.0492231494673996
3803,235699,5630197.571428572,5800.714285714285,2531932.1428571427,4043.714285714286,2851855.714285714,6735.857142857143,293165.71428571426,5699.285714285715,0.8878191593543853,0.6003266102521686
3804,235750,7788309.714285715,5868.428571428572,4226269.714285715,3994.4285714285716,2805323.8571428573,5920.285714285715,781685.0,5713.857142857143,1.5065175821054937,0.6747019931470488
3805,235769,4460218.0,21443.0,489725.0,4412.0,1321676.0,9308.0,1562664.0,22647.0,0.3705333228416041,0.4740008594757198
3806,235954,88836.66666666667,5601.0,75807.0,5115.666666666667,71393.66666666667,6116.333333333333,27778.0,5576.333333333333,1.0618168745126784,0.8363943539157448
3807,236018,389665.5714285714,5011.142857142857,345293.5714285714,4555.285714285715,379409.0,6258.857142857143,132039.42857142858,4412.142857142857,0.910082711344674,0.7278142974527527
3808,236072,9729578.142857144,6091.0,3541786.714285714,4285.571428571428,1442860.0,5878.0,601281.4285714285,7378.0,2.4546988025766283,0.729086666990716
3809,236133,18536779.714285713,21280.0,1357212.4285714286,4352.714285714285,5129207.714285715,8183.285714285715,3690023.8571428573,19671.571428571428,0.26460469222007943,0.5319030078731909
3810,236188,11459176.0,5735.285714285715,5704947.571428572,4166.857142857143,3306916.5714285714,6369.428571428572,998788.5714285715,5805.142857142857,1.72515618347277,0.6541963845153187
3811,236212,6189702.428571428,7407.571428571428,2883317.714285714,4179.857142857143,5842251.857142857,5991.571428571428,1752169.142857143,5623.0,0.49352848606834887,0.6976228511480413
3812,236230,66993620.0,25583.85714285714,3869337.8571428573,4461.857142857143,15270556.42857143,10069.0,17581899.285714287,28733.14285714286,0.2533855184152472,0.4431281301874211
3813,236258,5629777.714285715,6277.571428571428,2640423.5714285714,3992.4285714285716,1626862.5714285714,6411.714285714285,696690.0,5993.857142857143,1.6230157468740445,0.6226772425471236
3814,236328,55508424.0,24086.571428571428,1641031.5714285714,4407.857142857143,7798456.142857143,7230.857142857143,14324320.857142856,24415.571428571428,0.21043031356041478,0.6095898530109056
3815,236382,6170257.0,6147.857142857143,3207824.285714286,4209.285714285715,1359321.142857143,5145.142857142857,666901.5714285715,6669.571428571428,2.359872280785535,0.818108618391826
3816,236452,25286866.714285713,23547.0,2183866.8571428573,4469.857142857143,5078900.857142857,7229.0,6492389.0,26525.0,0.42998808572360964,0.618323024326621
3817,236504,6095688.0,5097.142857142857,2292731.1428571427,3733.8571428571427,369976.71428571426,5516.714285714285,681591.5714285715,6421.428571428572,6.196960658141806,0.6768262682238393
3818,236513,13286477.0,6571.714285714285,5988632.571428572,4465.714285714285,2584111.714285714,6435.714285714285,934835.1428571428,7137.285714285715,2.317482072590626,0.6938956714761376
3819,236531,420278.0,4670.0,408605.0,4591.0,563811.0,5873.0,125610.0,4831.0,0.724719808588339,0.781712923548442
3820,236577,69703720.28571428,25064.571428571428,3871231.8571428573,4356.714285714285,12459998.714285715,7001.428571428572,18252703.57142857,27721.85714285714,0.3106927974803391,0.6222607631095695
3821,236595,96507388.57142857,23619.714285714286,4048757.1428571427,4588.714285714285,16640291.42857143,7179.714285714285,21586283.85714286,23806.428571428572,0.24331047086744015,0.6391221298101795
3822,236610,8639757.42857143,5300.714285714285,3903741.714285714,3756.0,3021006.8571428573,5899.0,812387.7142857143,5516.857142857143,1.292198892252006,0.6367180878114935
3823,236638,9074407.714285715,5415.714285714285,4574759.0,3810.714285714286,2385880.0,6053.142857142857,1348064.142857143,5628.142857142857,1.9174304659077572,0.6295430944963656
3824,236656,9175838.42857143,5326.571428571428,4957289.0,3820.0,2565485.8571428573,5905.714285714285,1146335.2857142857,5574.857142857143,1.9323002643720897,0.6468311562651186
